"ti"	"ti_anc"	"terminal_flag"	"rank_flag"	"model"	"taxon_name"	"common_name"	"rank"	"n_gi_node"	"n_gi_sub_nonmodel"	"n_gi_sub_model"	"n_clust_node"	"n_clust_sub"	"n_PIclust_sub"	"n_sp_desc"	"n_sp_model"	"n_leaf_desc"	"n_otu_desc"	"ti_genus"	"n_genera"
1255300	873083	NA	1	NA	"Ctenomys bicolor"	NA	"subspecies"	11	11	0	NA	NA	NA	0	0	1	1	33551	0
873083	33551	NA	1	NA	"Ctenomys minutus"	"Tiny tuco-tuco"	"species"	88	88	0	NA	NA	NA	1	0	1	2	33551	0
63109	879280	NA	1	NA	"Ctenomys sp. NK12221"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
63110	879280	NA	1	NA	"Ctenomys sp. NK22840"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	33551	0
63111	879280	NA	1	NA	"Ctenomys sp. NK12406"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
63112	879280	NA	1	NA	"Ctenomys sp. NK12404"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	33551	0
63113	879280	NA	1	NA	"Ctenomys sp. NK21303"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	33551	0
63773	879280	NA	1	NA	"Ctenomys sp."	NA	"species"	53	53	0	NA	NA	NA	1	0	1	1	33551	0
279152	879280	NA	1	NA	"Ctenomys sp. NK21221"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	33551	0
879281	879280	NA	1	NA	"Ctenomys sp. LTU 207"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879282	879280	NA	1	NA	"Ctenomys sp. PNG 1201"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879283	879280	NA	1	NA	"Ctenomys sp. PNG 160"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879284	879280	NA	1	NA	"Ctenomys sp. PNG 1614"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879285	879280	NA	1	NA	"Ctenomys sp. PNG 191"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879286	879280	NA	1	NA	"Ctenomys sp. PNG 336"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879287	879280	NA	1	NA	"Ctenomys sp. PNG 803"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
930276	879280	NA	1	NA	"Ctenomys sp. 19MH"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
930286	879280	NA	1	NA	"Ctenomys sp. 'llathu'"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
930289	879280	NA	1	NA	"Ctenomys sp. 'ita'"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
1137321	879280	NA	1	NA	"Ctenomys sp. Chasico population"	NA	"species"	30	30	0	NA	NA	NA	1	0	1	1	33551	0
1170581	879280	NA	1	NA	"Ctenomys ibicuiensis"	NA	"species"	27	27	0	NA	NA	NA	1	0	1	1	33551	0
1170582	879280	NA	1	NA	"Ctenomys sp. PAR-2012b"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
1175847	879280	NA	1	NA	"Ctenomys sp. MJGF-2012"	NA	"species"	24	24	0	NA	NA	NA	1	0	1	1	33551	0
1214281	879280	NA	1	NA	"Ctenomys sp. DAB-2012"	NA	"species"	114	114	0	NA	NA	NA	1	0	1	1	33551	0
879280	33551	NA	0	NA	"unclassified Ctenomys"	NA	"no rank"	0	272	0	NA	NA	NA	22	0	22	23	NA	0
879288	33551	NA	1	NA	"Colburn's tuco-tuco"	"Colburn's tuco-tuco"	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879289	33551	NA	1	NA	"Ctenomys fodax"	"Lago Blanco tuco-tuco"	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879290	33551	NA	1	NA	"Ctenomys lami"	"Lami tuco-tuco"	"species"	25	25	0	NA	NA	NA	1	0	1	1	33551	0
879291	33551	NA	1	NA	"Ctenomys perrensi"	"Goya Tuco-tuco"	"species"	28	28	0	NA	NA	NA	1	0	1	1	33551	0
879292	33551	NA	1	NA	"Ctenomys saltarius"	"Salta tuco-tuco"	"species"	1	1	0	NA	NA	NA	1	0	1	1	33551	0
879293	33551	NA	1	NA	"Ctenomys sericeus"	"Silky tuco-tuco"	"species"	2	2	0	NA	NA	NA	1	0	1	1	33551	0
1536794	33551	NA	1	NA	"Ctenomys erikacuellarae"	"Erikas tuco-tuco"	"species"	3	3	0	NA	NA	NA	1	0	1	1	33551	0
33551	30645	NA	1	NA	"Ctenomys"	NA	"genus"	0	1340	76486	NA	NA	NA	70	1	70	73	33551	0
170740	170739	NA	1	NA	"Octodontomys gliroides"	NA	"species"	98	98	0	NA	NA	NA	1	0	1	1	170739	0
170739	30645	NA	1	NA	"Octodontomys"	NA	"genus"	0	98	0	NA	NA	NA	1	0	1	2	170739	0
30645	33550	NA	1	NA	"Ctenomyidae"	"tuco-tucos"	"family"	0	1438	76486	NA	NA	NA	71	1	71	76	NA	2
34846	34845	NA	1	NA	"Central American agouti"	"Central American agouti"	"species"	31	31	0	NA	NA	NA	1	0	1	1	34845	0
42152	34845	NA	1	NA	"Brazilian agouti"	"Brazilian agouti"	"species"	80	80	0	NA	NA	NA	1	0	1	1	34845	0
193455	34845	NA	1	NA	"Dasyprocta fuliginosa"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	34845	0
1541202	34845	NA	1	NA	"Azara's agouti"	"Azara's agouti"	"species"	1	1	0	NA	NA	NA	1	0	1	1	34845	0
34845	30646	NA	1	NA	"Dasyprocta"	"agoutis"	"genus"	0	114	0	NA	NA	NA	4	0	4	5	34845	0
43318	43317	NA	1	NA	"Myoprocta pratti"	NA	"species"	8	8	0	NA	NA	NA	1	0	1	1	43317	0
181542	43317	NA	1	NA	"Myoprocta acouchy"	NA	"species"	31	31	0	NA	NA	NA	1	0	1	1	43317	0
1002700	43317	NA	1	NA	"Myoprocta sp. AVB-2011"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	43317	0
43317	30646	NA	1	NA	"Myoprocta"	NA	"genus"	0	40	0	NA	NA	NA	3	0	3	4	43317	0
30646	33550	NA	1	NA	"Dasyproctidae"	"agoutis and pacas"	"family"	0	154	0	NA	NA	NA	7	0	7	10	NA	2
34844	34843	NA	1	NA	"Erethizon dorsatum"	"North American porcupine"	"species"	55	55	0	NA	NA	NA	1	0	1	1	34843	0
34843	30649	NA	1	NA	"Erethizon"	NA	"genus"	0	55	0	NA	NA	NA	1	0	1	2	34843	0
43320	43319	NA	1	NA	"Coendou bicolor"	"bicolor-spined porcupine"	"species"	9	9	0	NA	NA	NA	1	0	1	1	43319	0
73858	43319	NA	1	NA	"Coendou melanurus"	NA	"species"	10	10	0	NA	NA	NA	1	0	1	1	43319	0
187985	43319	NA	1	NA	"Coendou prehensilis"	NA	"species"	39	39	0	NA	NA	NA	1	0	1	1	43319	0
188140	43319	NA	1	NA	"Coendou villosus"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	43319	0
190504	43319	NA	1	NA	"Coendou insidiosus"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	43319	0
190505	43319	NA	1	NA	"Coendou spinosus"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	43319	0
190506	43319	NA	1	NA	"Coendou vestitus"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	43319	0
637443	43319	NA	1	NA	"Coendou mexicana"	"Mexican hairy dwarf porcupine"	"species"	4	4	0	NA	NA	NA	1	0	1	1	43319	0
1310238	43319	NA	1	NA	"Coendou ichillus"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	43319	0
1310239	43319	NA	1	NA	"Coendou pruinosus"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	43319	0
1310240	43319	NA	1	NA	"Coendou rufescens"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	43319	0
1310241	43319	NA	1	NA	"Coendou nycthemera"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	43319	0
1310242	43319	NA	1	NA	"Coendou quichua"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	43319	0
1399576	43319	NA	1	NA	"Coendou speratus"	NA	"species"	5	5	0	NA	NA	NA	1	0	1	1	43319	0
43319	30649	NA	1	NA	"Coendou"	NA	"genus"	0	89	0	NA	NA	NA	14	0	14	15	43319	0
480662	480663	NA	1	NA	"Bristle-spined rat"	"Bristle-spined rat"	"species"	37	37	0	NA	NA	NA	1	0	1	1	480663	0
480663	30649	NA	1	NA	"Chaetomys"	NA	"genus"	0	37	0	NA	NA	NA	1	0	1	2	480663	0
30649	33550	NA	1	NA	"Erethizontidae"	"New World porcupines"	"family"	0	181	0	NA	NA	NA	16	0	16	20	NA	3
10169	10168	NA	1	NA	"Greater cane rat"	"Greater cane rat"	"species"	203	203	0	NA	NA	NA	1	0	1	1	10168	0
423060	10168	NA	1	NA	"Lesser cane rat"	"Lesser cane rat"	"species"	19	19	0	NA	NA	NA	1	0	1	1	10168	0
1695229	10168	NA	1	NA	"Thryonomys sp."	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	10168	0
10168	74488	NA	1	NA	"Thryonomys"	NA	"genus"	0	223	0	NA	NA	NA	3	0	3	4	10168	0
74488	33550	NA	1	NA	"Thryonomyidae"	NA	"family"	0	223	0	NA	NA	NA	3	0	3	5	NA	1
10183	10182	NA	1	NA	"Dassie rat"	"Dassie rat"	"species"	47	47	0	NA	NA	NA	1	0	1	1	10182	0
10182	99599	NA	1	NA	"Petromus"	NA	"genus"	0	47	0	NA	NA	NA	1	0	1	2	10182	0
99599	33550	NA	1	NA	"Petromuridae"	NA	"family"	0	47	0	NA	NA	NA	1	0	1	3	NA	1
126352	108855	NA	1	NA	"Abrocoma bennettii bennettii"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	108854	0
108855	108854	NA	1	NA	"Abrocoma bennetti"	"Bennett's chinchilla rat"	"species"	29	29	0	NA	NA	NA	1	0	1	2	108854	0
126064	108854	NA	1	NA	"Abrocoma cinerea"	"ashy chinchilla rat"	"species"	8	8	0	NA	NA	NA	1	0	1	1	108854	0
1568925	108854	NA	1	NA	"Abrocoma boliviensis"	"Bolivian chinchilla rat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	108854	0
108854	108853	NA	1	NA	"Abrocoma"	NA	"genus"	0	38	0	NA	NA	NA	3	0	3	5	108854	0
1567517	1567516	NA	1	NA	"Ashaninka arboreal chinchilla rat"	"Ashaninka arboreal chinchilla rat"	"species"	5	5	0	NA	NA	NA	1	0	1	1	1567516	0
1567516	108853	NA	1	NA	"Cuscomys"	NA	"genus"	0	5	0	NA	NA	NA	1	0	1	2	1567516	0
108853	33550	NA	1	NA	"Abrocomidae"	NA	"family"	0	43	0	NA	NA	NA	4	0	4	8	NA	2
108858	108857	NA	1	NA	"Dinomys branicki"	"pacarana"	"species"	46	46	0	NA	NA	NA	1	0	1	1	108857	0
108857	108856	NA	1	NA	"Dinomys"	NA	"genus"	0	46	0	NA	NA	NA	1	0	1	2	108857	0
108856	33550	NA	1	NA	"Dinomyidae"	NA	"family"	0	46	0	NA	NA	NA	1	0	1	3	NA	1
340180	340179	NA	1	NA	"Laonastes aenigmamus"	"Laotian rock rat"	"species"	366	366	0	NA	NA	NA	1	0	1	1	340179	0
340179	340178	NA	1	NA	"Laonastes"	NA	"genus"	0	366	0	NA	NA	NA	1	0	1	2	340179	0
340178	33550	NA	1	NA	"Laonastidae"	NA	"family"	0	366	0	NA	NA	NA	1	0	1	3	NA	1
108852	723807	NA	1	NA	"Agouti paca"	"Lowland paca"	"species"	101	101	0	NA	NA	NA	1	0	1	1	723807	0
143288	723807	NA	1	NA	"Agouti taczanowskii"	"Mountain paca"	"species"	48	48	0	NA	NA	NA	1	0	1	1	723807	0
723807	723806	NA	1	NA	"Agouti"	NA	"genus"	0	149	0	NA	NA	NA	2	0	2	3	723807	0
723806	33550	NA	1	NA	"Agoutidae"	NA	"family"	0	149	0	NA	NA	NA	2	0	2	4	NA	1
33550	9989	NA	1	NA	"Hystricognathi"	NA	"suborder"	0	54417	3243639	NA	NA	NA	294	6	309	412	NA	69
39082	39081	NA	1	NA	"Muscardinus avellanarius"	"hazel dormouse"	"species"	164	164	0	NA	NA	NA	1	0	1	1	39081	0
39081	30650	NA	1	NA	"Muscardinus"	NA	"genus"	0	164	0	NA	NA	NA	1	0	1	2	39081	0
41261	41260	NA	1	NA	"Fat dormouse"	"Fat dormouse"	"species"	135	135	0	NA	NA	NA	1	0	1	1	41260	0
41260	51343	NA	1	NA	"Glis"	"fat dormice"	"genus"	0	135	0	NA	NA	NA	1	0	1	2	41260	0
55147	55146	NA	1	NA	"Glirulus japonicus"	"Japanese dormouse"	"species"	145	145	0	NA	NA	NA	1	0	1	1	55146	0
55146	51343	NA	1	NA	"Glirulus"	NA	"genus"	0	145	0	NA	NA	NA	1	0	1	2	55146	0
51343	30650	NA	1	NA	"Glirinae"	NA	"subfamily"	0	280	0	NA	NA	NA	2	0	2	5	NA	2
51346	51345	NA	1	NA	"Graphiurus murinus"	"woodland dormouse"	"species"	42	42	0	NA	NA	NA	1	0	1	1	51345	0
221682	51345	NA	1	NA	"Graphiurus lorraineus"	"Lorrain dormouse"	"species"	2	2	0	NA	NA	NA	1	0	1	1	51345	0
221697	51345	NA	1	NA	"Graphiurus parvus"	"savanna dormouse"	"species"	5	5	0	NA	NA	NA	1	0	1	1	51345	0
221698	51345	NA	1	NA	"Graphiurus ocularis"	"spectacled dormouse"	"species"	4	4	0	NA	NA	NA	1	0	1	1	51345	0
221699	51345	NA	1	NA	"Graphiurus platyops"	"rock dormouse"	"species"	4	4	0	NA	NA	NA	1	0	1	1	51345	0
221700	51345	NA	1	NA	"Graphiurus microtis"	"small-eared dormouse"	"species"	4	4	0	NA	NA	NA	1	0	1	1	51345	0
1090581	51345	NA	1	NA	"Graphiurus sp. 09ZRD#30"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	51345	0
1223622	51345	NA	1	NA	"Graphiurus kelleni"	"Kellen's african dormouse"	"species"	1	1	0	NA	NA	NA	1	0	1	1	51345	0
51345	51344	NA	1	NA	"Graphiurus"	NA	"genus"	0	63	0	NA	NA	NA	8	0	8	9	51345	0
51344	30650	NA	1	NA	"Graphiurinae"	NA	"subfamily"	0	63	0	NA	NA	NA	8	0	8	10	NA	1
53277	53276	NA	1	NA	"Eliomys quercinus"	"garden dormouse"	"species"	82	82	0	NA	NA	NA	1	0	1	1	53276	0
221695	53276	NA	1	NA	"Asian garden dormouse"	"Asian garden dormouse"	"species"	13	13	0	NA	NA	NA	1	0	1	1	53276	0
53276	55143	NA	1	NA	"Eliomys"	NA	"genus"	0	95	0	NA	NA	NA	2	0	2	3	53276	0
1517484	55145	NA	1	NA	"Dryomys nitedula ssp. AEB-2014"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	55144	0
1517485	55145	NA	1	NA	"Dryomys nitedula tichomirovi"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	55144	0
55145	55144	NA	1	NA	"Dryomys nitedula"	"forest dormouse"	"species"	99	99	0	NA	NA	NA	1	0	2	3	55144	0
221696	55144	NA	1	NA	"Dryomys laniger"	"woolly dormouse"	"species"	4	4	0	NA	NA	NA	1	0	1	1	55144	0
243066	55144	NA	1	NA	"Dryomys sp. SJS-2003"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	55144	0
55144	55143	NA	1	NA	"Dryomys"	NA	"genus"	0	104	0	NA	NA	NA	3	0	4	6	55144	0
221694	221693	NA	1	NA	"Myomimus roachi"	"Roach's mouse-tailed dormouse"	"species"	4	4	0	NA	NA	NA	1	0	1	1	221693	0
221693	55143	NA	1	NA	"Myomimus"	NA	"genus"	0	4	0	NA	NA	NA	1	0	1	2	221693	0
55143	30650	NA	1	NA	"Dryomyinae"	NA	"subfamily"	0	203	0	NA	NA	NA	6	0	7	12	NA	3
30650	33553	NA	1	NA	"Gliridae"	"dormice"	"family"	0	710	0	NA	NA	NA	17	0	18	30	NA	7
359807	51342	NA	1	NA	"Aplodontia rufa nigra"	NA	"subspecies"	27	27	0	NA	NA	NA	0	0	1	1	51341	0
561552	51342	NA	1	NA	"Aplodontia rufa rufa"	NA	"subspecies"	57	57	0	NA	NA	NA	0	0	1	1	51341	0
1334825	51342	NA	1	NA	"Aplodontia rufa olympica"	NA	"subspecies"	493	493	0	NA	NA	NA	0	0	1	1	51341	0
1334826	51342	NA	1	NA	"Aplodontia rufa californica"	NA	"subspecies"	50	50	0	NA	NA	NA	0	0	1	1	51341	0
1334827	51342	NA	1	NA	"Aplodontia rufa phaea"	NA	"subspecies"	20	20	0	NA	NA	NA	0	0	1	1	51341	0
1334828	51342	NA	1	NA	"Aplodontia rufa humboldtiana"	NA	"subspecies"	19	19	0	NA	NA	NA	0	0	1	1	51341	0
1334829	51342	NA	1	NA	"Aplodontia rufa pacifica"	NA	"subspecies"	35	35	0	NA	NA	NA	0	0	1	1	51341	0
51342	51341	NA	1	NA	"Aplodontia rufa"	"mountain beaver"	"species"	67	67	0	NA	NA	NA	1	0	7	8	51341	0
51341	51340	NA	1	NA	"Aplodontia"	NA	"genus"	0	67	0	NA	NA	NA	1	0	7	9	51341	0
51340	33553	NA	1	NA	"Aplodontidae"	NA	"family"	0	67	0	NA	NA	NA	1	0	7	10	NA	1
54071	9991	NA	1	NA	"chipmunks"	"chipmunks"	"species"	0	0	0	NA	NA	NA	1	0	1	1	9991	0
84758	45482	NA	1	NA	"Glaucomys sabrinus fuscus"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	45481	0
84760	45482	NA	1	NA	"Glaucomys sabrinus coloratus"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	45481	0
84761	45482	NA	1	NA	"Glaucomys sabrinus lucifigus"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	45481	0
84762	45482	NA	1	NA	"Glaucomys sabrinus macrotis"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	45481	0
84763	45482	NA	1	NA	"Glaucomys sabrinus sabrinus"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	45481	0
84764	45482	NA	1	NA	"Glaucomys sabrinus yukonensis"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	45481	0
84765	45482	NA	1	NA	"Glaucomys sabrinus fuliginosus"	NA	"subspecies"	8	8	0	NA	NA	NA	0	0	1	1	45481	0
84766	45482	NA	1	NA	"Glaucomys sabrinus oregonensis"	NA	"subspecies"	7	7	0	NA	NA	NA	0	0	1	1	45481	0
84767	45482	NA	1	NA	"Glaucomys sabrinus californicus"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	45481	0
165828	45482	NA	1	NA	"Glaucomys sabrinus griseifrons"	NA	"subspecies"	39	39	0	NA	NA	NA	0	0	1	1	45481	0
45482	45481	NA	1	NA	"Glaucomys sabrinus"	"northern flying squirrel"	"species"	140	140	0	NA	NA	NA	1	0	10	11	45481	0
84759	64683	NA	1	NA	"Glaucomys volans saturatus"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	45481	0
84768	64683	NA	1	NA	"Glaucomys volans volans"	NA	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	45481	0
64683	45481	NA	1	NA	"Glaucomys volans"	"southern flying squirrel"	"species"	163	163	0	NA	NA	NA	1	0	2	3	45481	0
221702	45481	NA	1	NA	"Glaucomys sp. 4660"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	45481	0
363600	45481	NA	1	NA	"Glaucomys sp. CAM-2005"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	45481	0
45481	337748	NA	1	NA	"Glaucomys"	NA	"genus"	0	307	0	NA	NA	NA	4	0	14	17	45481	0
55152	55151	NA	1	NA	"Pteromys volans"	"Siberian flying squirrel"	"species"	90	90	0	NA	NA	NA	1	0	1	1	55151	0
64682	55151	NA	1	NA	"Japanese flying squirrel"	"Japanese flying squirrel"	"species"	5	5	0	NA	NA	NA	1	0	1	1	55151	0
55151	337748	NA	1	NA	"Pteromys"	NA	"genus"	0	95	0	NA	NA	NA	2	0	2	3	55151	0
209428	55156	NA	1	NA	"Petaurista leucogenys leucogenys"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	55155	0
209429	55156	NA	1	NA	"Petaurista leucogenys nikkonis"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	55155	0
55156	55155	NA	1	NA	"Japanese giant flying squirrel"	"Japanese giant flying squirrel"	"species"	81	81	0	NA	NA	NA	1	0	2	3	55155	0
127459	55157	NA	1	NA	"Petaurista petaurista melanotus"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	55155	0
55157	55155	NA	1	NA	"Petaurista petaurista"	"red giant flying squirrel"	"species"	11	11	0	NA	NA	NA	1	0	1	2	55155	0
209426	89094	NA	1	NA	"Petaurista alborufus castaneus"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	55155	0
209427	89094	NA	1	NA	"Petaurista alborufus lena"	NA	"subspecies"	37	37	0	NA	NA	NA	0	0	1	1	55155	0
89094	55155	NA	1	NA	"Petaurista alborufus"	"red and white giant flying squirrel"	"species"	16	16	0	NA	NA	NA	1	0	2	3	55155	0
209424	89095	NA	1	NA	"Petaurista philippensis grandis"	NA	"subspecies"	34	34	0	NA	NA	NA	0	0	1	1	55155	0
89095	55155	NA	1	NA	"Indian giant flying squirrel"	"Indian giant flying squirrel"	"species"	14	14	0	NA	NA	NA	1	0	1	2	55155	0
1263752	135717	NA	1	NA	"Petaurista elegans sybilla"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	55155	0
1263754	135717	NA	1	NA	"Petaurista caniceps"	NA	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	55155	0
135717	55155	NA	1	NA	"Petaurista elegans"	"spotted giant flying squirrel"	"species"	5	5	0	NA	NA	NA	1	0	2	3	55155	0
209425	55155	NA	1	NA	"Petaurista albiventer"	NA	"species"	19	19	0	NA	NA	NA	1	0	1	1	55155	0
238835	55155	NA	1	NA	"Chinese giant flying squirrel"	"Chinese giant flying squirrel"	"species"	3	3	0	NA	NA	NA	1	0	1	1	55155	0
254709	55155	NA	1	NA	"Petaurista hainana"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	55155	0
254710	55155	NA	1	NA	"Petaurista yunanensis"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	55155	0
55155	337748	NA	1	NA	"Petaurista"	NA	"genus"	0	157	0	NA	NA	NA	9	0	12	18	55155	0
1680128	100945	NA	1	NA	"Hylopetes electilis"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	100944	0
100945	100944	NA	1	NA	"Hylopetes phayrei"	"Indochinese flying squirrel"	"species"	97	97	0	NA	NA	NA	1	0	1	2	100944	0
254705	100944	NA	1	NA	"Hylopetes alboniger"	"particolored flying squirrel"	"species"	8	8	0	NA	NA	NA	1	0	1	1	100944	0
254706	100944	NA	1	NA	"Hylopetes lepidus"	"gray-cheeked flying squirrel"	"species"	90	90	0	NA	NA	NA	1	0	1	1	100944	0
254707	100944	NA	1	NA	"Hylopetes nigripes"	"Palawan flying squirrel"	"species"	2	2	0	NA	NA	NA	1	0	1	1	100944	0
254708	100944	NA	1	NA	"Hylopetes spadiceus"	"red-cheeked flying squirrel"	"species"	12	12	0	NA	NA	NA	1	0	1	1	100944	0
100944	337748	NA	1	NA	"Hylopetes"	NA	"genus"	0	209	0	NA	NA	NA	5	0	5	7	100944	0
100947	100946	NA	1	NA	"Petinomys setosus"	"Temminck's flying squirrel"	"species"	6	6	0	NA	NA	NA	1	0	1	1	100946	0
1534979	100946	NA	1	NA	"Petinomys fuscocapillus"	"Travancore flying squirrel"	"species"	2	2	0	NA	NA	NA	1	0	1	1	100946	0
100946	337748	NA	1	NA	"Petinomys"	NA	"genus"	0	8	0	NA	NA	NA	2	0	2	3	100946	0
100949	100948	NA	1	NA	"Belomys pearsonii"	"hairy-footed flying squirrel"	"species"	13	13	0	NA	NA	NA	1	0	1	1	100948	0
100948	337748	NA	1	NA	"Belomys"	NA	"genus"	0	13	0	NA	NA	NA	1	0	1	2	100948	0
226695	226694	NA	1	NA	"Aeretes melanopterus"	"North Chinese flying squirrel"	"species"	3	3	0	NA	NA	NA	1	0	1	1	226694	0
226694	337748	NA	1	NA	"Aeretes"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	226694	0
226697	226696	NA	1	NA	"Aeromys tephromelas"	"black flying squirrel"	"species"	3	3	0	NA	NA	NA	1	0	1	1	226696	0
226696	337748	NA	1	NA	"Aeromys"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	226696	0
226699	226698	NA	1	NA	"Eupetaurus cinereus"	"woolly flying squirrel"	"species"	10	10	0	NA	NA	NA	1	0	1	1	226698	0
226698	337748	NA	1	NA	"Eupetaurus"	NA	"genus"	0	10	0	NA	NA	NA	1	0	1	2	226698	0
226811	226810	NA	1	NA	"Eoglaucomys fimbriatus"	"Kashmir flying squirrel"	"species"	26	26	0	NA	NA	NA	1	0	1	1	226810	0
226810	337748	NA	1	NA	"Eoglaucomys"	NA	"genus"	0	26	0	NA	NA	NA	1	0	1	2	226810	0
226813	226812	NA	1	NA	"Iomys horsfieldi"	"Javanese flying squirrel"	"species"	3	3	0	NA	NA	NA	1	0	1	1	226812	0
226812	337748	NA	1	NA	"Iomys"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	226812	0
226815	226814	NA	1	NA	"Petaurillus kinlochii"	"Selangor pygmy flying squirrel"	"species"	3	3	0	NA	NA	NA	1	0	1	1	226814	0
226814	337748	NA	1	NA	"Petaurillus"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	226814	0
226817	226816	NA	1	NA	"Pteromyscus pulverulentus"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	226816	0
226816	337748	NA	1	NA	"Pteromyscus"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	226816	0
226819	226818	NA	1	NA	"Trogopterus xanthipes"	"complex-toothed flying squirrel"	"species"	4	4	0	NA	NA	NA	1	0	1	1	226818	0
226818	337748	NA	1	NA	"Trogopterus"	NA	"genus"	0	4	0	NA	NA	NA	1	0	1	2	226818	0
337748	9991	NA	1	NA	"Petauristinae"	"flying squirrels"	"tribe"	0	844	0	NA	NA	NA	31	0	44	67	NA	14
10002	10007	NA	1	NA	"Sciurus aberti aberti"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	10001	0
10003	10007	NA	1	NA	"Sciurus aberti barberi"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	10001	0
10004	10007	NA	1	NA	"Sciurus aberti chuscensis"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	10001	0
10005	10007	NA	1	NA	"Sciurus aberti ferreus"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	10001	0
10006	10007	NA	1	NA	"Kaibab squirrel"	"Kaibab squirrel"	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	10001	0
10007	10001	NA	1	NA	"Abert's squirrel"	"Abert's squirrel"	"species"	37	37	0	NA	NA	NA	1	0	5	6	10001	0
365147	30640	NA	1	NA	"Sciurus carolinensis carolinensis"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	10001	0
30640	10001	NA	1	NA	"Sciurus carolinensis"	"eastern gray squirrel"	"species"	140	140	0	NA	NA	NA	1	0	1	2	10001	0
